2000;0.00;11.62
4000;0.01;11.62
8000;0.06;11.62
16000;0.25;11.62
32000;1.00;11.62
64000;3.95;11.62
128000;15.78;11.62
256000;63.09;11.62
512000;252.30;11.62
1024000;1010.01;11.62
2048000;4045.81;11.62
