2000;0.00;11.62
4000;0.02;11.62
8000;0.08;11.62
16000;0.30;11.62
32000;1.19;11.62
64000;4.70;11.62
128000;18.84;11.62
256000;75.37;11.62
512000;301.53;11.62
1024000;1206.75;11.62
2048000;4859.00;11.62
