2000;0.02;11.61
4000;0.03;11.61
8000;0.19;11.61
16000;0.78;11.61
32000;3.27;11.61
64000;13.44;11.61
128000;47.32;11.61
256000;145.98;11.61
512000;448.29;11.61
1024000;1469.71;11.61
2048000;5194.98;11.62
