2000;0.00;11.62
4000;0.00;11.62
8000;0.00;11.62
16000;0.00;11.62
32000;0.00;11.62
64000;0.00;11.62
128000;0.00;11.62
256000;0.00;11.62
512000;0.00;11.62
1024000;0.00;11.62
2048000;0.01;11.62
