2000;0.00;11.62
4000;0.02;11.62
8000;0.03;11.62
16000;0.14;11.62
32000;0.58;11.62
64000;2.64;11.62
128000;9.06;11.62
256000;23.39;11.62
512000;52.37;11.62
1024000;110.26;11.62
2048000;226.09;11.62
