2000;0.01;11.61
4000;0.08;11.61
8000;0.27;11.61
16000;0.91;11.61
32000;3.27;11.61
64000;12.72;11.61
128000;50.56;11.61
256000;201.36;11.61
512000;805.07;11.61
1024000;3220.47;11.61
2048000;12903.61;11.61
