2000;0.01;11.62
4000;0.02;11.62
8000;0.06;11.62
16000;0.25;11.62
32000;1.00;11.62
64000;3.95;11.62
128000;15.77;11.62
256000;63.04;11.62
512000;252.11;11.62
1024000;1008.54;11.62
2048000;4041.64;11.62
