2000;0.00;11.62
4000;0.02;11.62
8000;0.08;11.62
16000;0.25;11.62
32000;1.05;11.62
64000;4.13;11.62
128000;16.51;11.62
256000;66.01;11.62
512000;264.07;11.62
1024000;1056.65;11.62
2048000;4235.27;11.62
